秽吗诲,10349,46,76,56,59.333333333333336
科猫楼,10082,35,75,67,59.0
徽栗狙,10102,90,44,43,59.0
入旦逾,10224,38,39,100,59.0
呕捎苛,10043,36,42,98,58.666666666666664
障牲佳,10248,20,75,81,58.666666666666664
容用冠,10220,56,69,51,58.666666666666664
赁缘光,10045,79,46,50,58.333333333333336
大弘,10277,67,36,72,58.333333333333336
詹厅按,10346,67,35,73,58.333333333333336
坊趟趟,10010,66,37,71,58.0
音集牵,10134,48,55,71,58.0
痕怪颜,10329,85,25,64,58.0
绘况慈,10118,77,16,80,57.666666666666664
焉掇印,10302,82,44,47,57.666666666666664
噬庸孽,10015,28,50,94,57.333333333333336
姆虎蒸,10046,12,90,70,57.333333333333336
舆窖溜,10240,52,28,91,57.0
筏舜再,10250,95,43,33,57.0
稗完册,10305,76,70,25,57.0
短用两,10322,23,68,80,57.0
巫涡错,10333,42,82,47,57.0
仑莎感,10202,99,38,33,56.666666666666664
喀齐接,10330,98,32,40,56.666666666666664
绍妮戊,10071,71,88,10,56.333333333333336
孩涵苛,10090,46,29,94,56.333333333333336
擞碰侈,10312,15,93,61,56.333333333333336
花胳魏,10146,51,66,51,56.0
夫垄胃,10167,69,28,71,56.0
珍铁后,10196,43,28,97,56.0
卫软飘,10211,97,24,47,56.0
矛吼爹,10219,28,100,40,56.0
仿喘酶,10268,77,26,65,56.0
噬澳恶,10085,75,54,38,55.666666666666664
醒扒爹,10054,57,57,53,55.666666666666664
她丛爷,10161,68,12,87,55.666666666666664
给艺彻,10127,58,45,63,55.333333333333336
掣捐镭,10131,71,55,40,55.333333333333336
敖篇斑,10297,49,97,20,55.333333333333336
袜许扰,10223,81,19,66,55.333333333333336
眉幂撵,10291,67,18,80,55.0
辜钠喷,10012,56,28,80,54.666666666666664
煌慕阉,10125,17,51,96,54.666666666666664
崩叛胁,10279,18,74,72,54.666666666666664
蜒力赴,10266,42,39,83,54.666666666666664
骋暴峪,10087,25,60,78,54.333333333333336
勇分馒,10047,35,95,33,54.333333333333336
敬贩闰,10154,38,30,95,54.333333333333336
岭歹伶,10306,49,77,37,54.333333333333336
际效米,10138,55,55,52,54.0
渝默盾,10111,21,63,78,54.0
仍褪出,10022,78,63,20,53.666666666666664
瑞它担,10033,16,60,85,53.666666666666664
絮肥呕,10066,48,57,56,53.666666666666664
坪居靖,10156,59,38,64,53.666666666666664
钧媳贾,10265,70,41,50,53.666666666666664
嘿夏,10309,95,37,29,53.666666666666664
灌捐喂,10139,32,79,49,53.333333333333336
贷峡募,10185,98,46,16,53.333333333333336
倘馋翼,10215,39,91,30,53.333333333333336
饲瘪婪,10287,25,40,95,53.333333333333336
烧貌葱,10205,56,42,61,53.0
栖府崖,10075,73,16,69,52.666666666666664
驾滩趁,10041,39,37,82,52.666666666666664
荔榴槽,10234,74,46,38,52.666666666666664
痹首杆,10203,81,58,18,52.333333333333336
坯弧普,10350,62,21,74,52.333333333333336
帅诡裁,10058,66,42,47,51.666666666666664
廷岗实,10051,44,70,41,51.666666666666664
就块协,10239,73,44,38,51.666666666666664
隶跺防,10255,32,41,82,51.666666666666664
盖肠炼,10326,64,39,52,51.666666666666664
近赛迢,10194,65,15,73,51.0
悯拎礼,10162,52,54,47,51.0
幕僵肚,10206,39,77,37,51.0
宜名堆,10304,37,84,32,51.0
膨绪旧,10147,87,35,29,50.333333333333336
扮景货,10237,56,69,26,50.333333333333336
惫横锣,10314,51,19,81,50.333333333333336
灿徊钱,10337,26,76,49,50.333333333333336
亢沏囱,10064,31,80,39,50.0
循敷铅,10181,24,76,50,50.0
测航信,10254,36,100,14,50.0
苍纳参,10098,43,63,43,49.666666666666664
院筐挛,10030,95,42,12,49.666666666666664
讨芒串,10256,87,20,42,49.666666666666664
熊凄,10245,59,21,69,49.666666666666664
油闺哄,10244,28,74,46,49.333333333333336
獭规挞,10295,34,74,39,49.0
故耐符,10321,43,16,88,49.0
肠挤羞,10331,27,63,56,48.666666666666664
驾仕嘉,10110,68,50,27,48.333333333333336
然渡饿,10112,55,54,36,48.333333333333336
锭椰幢,10126,55,33,57,48.333333333333336
沂竖肩,10226,15,47,83,48.333333333333336
懒桂透,10262,36,61,48,48.333333333333336
贞筷理,10036,88,14,41,47.666666666666664
陷妖学,10258,35,36,72,47.666666666666664
轰咏嚼,10049,45,25,72,47.333333333333336
金噬瓶,10079,43,84,15,47.333333333333336
推们稻,10207,89,35,18,47.333333333333336
具霞良,10308,67,15,60,47.333333333333336
握阎迷,10137,29,35,77,47.0
饯远详,10294,57,17,67,47.0
韵秉捷,10129,10,40,90,46.666666666666664
葱璃楼,10334,32,17,91,46.666666666666664
毋刮淹,10290,53,67,19,46.333333333333336
妊淘按,10283,33,87,19,46.333333333333336
浮氖焰,10267,55,24,59,46.0
镇丛讼,10039,53,71,13,45.666666666666664
霸繁惟,10175,26,50,61,45.666666666666664
撩颈讫,10183,10,92,35,45.666666666666664
怪祥戍,10070,80,44,12,45.333333333333336
鹏顽零,10299,36,16,84,45.333333333333336
泅添饿,10067,58,40,37,45.0
该算核,10034,68,53,14,45.0
姚儡侠,10086,37,82,16,45.0
硫搭嫩,10232,68,48,19,45.0
嗜再封,10204,27,14,94,45.0
蒜溪收,10225,10,84,40,44.666666666666664
赂绑刊,10300,13,57,64,44.666666666666664
锅咕笨,10190,61,51,21,44.333333333333336
液怯鲜,10157,31,34,68,44.333333333333336
捶篱车,10089,53,58,21,44.0
氨死施,10072,27,23,82,44.0
伎郎炕,10180,48,72,12,44.0
酵牧派,10214,35,48,49,44.0
社斟,10230,69,10,53,44.0
缎如穿,10344,36,32,64,44.0
镜该姻,10135,36,24,71,43.666666666666664
言市砾,10009,11,45,74,43.333333333333336
滴颂厩,10293,45,60,25,43.333333333333336
琳规等,10228,15,58,56,43.0
麻馈柑,10273,23,52,54,43.0
架亨铅,10292,34,49,46,43.0
毁乾胳,10117,17,93,17,42.333333333333336
赤姨际,10104,22,69,36,42.333333333333336
佯炉斋,10253,19,73,35,42.333333333333336
粳斋烯,10179,35,29,62,42.0
狄螺透,10076,43,64,18,41.666666666666664
白辞耪,10084,38,38,49,41.666666666666664
哆皖萌,10229,30,10,85,41.666666666666664
煎桨坝,10209,94,19,12,41.666666666666664
险橇该,10040,64,16,44,41.333333333333336
炽词肃,10008,52,57,15,41.333333333333336
偶管半,10335,13,75,36,41.333333333333336
锻范奢,10097,10,86,27,41.0
咳塘巫,10160,19,71,33,41.0
舔歹鄂,10313,21,55,47,41.0
沮荒桔,10310,36,64,22,40.666666666666664
糟粘篙,10153,29,20,72,40.333333333333336
仿裔纳,10270,78,30,13,40.333333333333336
蒋满佣,10257,24,72,25,40.333333333333336
琐俱感,10080,41,38,41,40.0
尝空春,10060,32,47,41,40.0
麻跃畴,10164,23,64,33,40.0
辩莆抛,10108,32,19,69,40.0
蒜雪勋,10213,14,51,55,40.0
亲吻野,10278,47,61,12,40.0
阐擂揩,10328,75,20,24,39.666666666666664
侨桔荷,10099,41,55,22,39.333333333333336
婪沙根,10166,24,67,27,39.333333333333336
圃媒抉,10032,29,52,36,39.0
稽钠哩,10199,17,52,48,39.0
闲迸矫,10106,36,71,10,39.0
昆囱祁,10021,47,32,37,38.666666666666664
如气绿,10186,17,82,17,38.666666666666664
嘲娃溶,10233,39,47,30,38.666666666666664
瀑俗桃,10264,30,29,55,38.0
步蹲析,10252,41,52,19,37.333333333333336
谢争蟹,10272,33,45,33,37.0
疾四蛇,10159,82,18,10,36.666666666666664
核谗抡,10261,27,31,51,36.333333333333336
熟罚倡,10088,80,14,14,36.0
岁往遏,10093,51,13,43,35.666666666666664
缓车暑,10103,39,56,12,35.666666666666664
氢洪庇,10143,81,10,15,35.333333333333336
蓄辨押,10083,56,37,11,34.666666666666664
墙莫伺,10063,31,18,55,34.666666666666664
杜蚁填,10193,65,20,18,34.333333333333336
谬匪闽,10212,16,18,68,34.0
汹炊淹,10023,15,20,66,33.666666666666664
激擅偷,10172,12,75,14,33.666666666666664
蛮葡仅,10136,39,49,13,33.666666666666664
赫筏据,10192,21,17,62,33.333333333333336
辛迸倦,10198,27,49,23,33.0
未褂浴,10048,15,32,51,32.666666666666664
突腋眺,10107,29,45,24,32.666666666666664
碧贪轮,10173,55,18,24,32.333333333333336
邮冀扇,10286,43,40,14,32.333333333333336
调恢真,10158,36,35,24,31.666666666666668
矿曲局,10246,36,24,35,31.666666666666668
熟忘,10121,16,53,25,31.333333333333332
宣岭铆,10050,12,18,61,30.333333333333332
素读蕴,10169,37,36,18,30.333333333333332
落罚肝,10081,33,17,35,28.333333333333332
玩又升,10149,29,27,28,28.0
蒙汞颗,10284,42,26,16,28.0
管斗纶,10130,19,18,46,27.666666666666668
薄另勋,10320,11,45,26,27.333333333333332
恕努俞,10142,48,17,16,27.0
姜链咳,10007,24,19,33,25.333333333333332
沈释缎,10182,44,15,16,25.0
碘莎肺,10298,12,33,30,25.0
擒请秉,10078,18,41,15,24.666666666666668
藏奶扮,10242,26,29,19,24.666666666666668
产归酥,10113,19,38,16,24.333333333333332
吟绘学,10044,26,32,13,23.666666666666668
洞对真,10303,26,31,14,23.666666666666668
吴陪沈,10029,12,21,26,19.666666666666668
